[2026-03-10 14:37:37] 192.168.1.50 -> 1.1.1.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:19:38] 192.168.1.10 -> 10.0.0.1 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:19:39] 192.168.1.1 -> 192.168.1.10 | Protocol: UDP | Result: Attack | Confidence: 0.5140
[2026-03-10 15:19:45] 192.168.1.100 -> 192.168.1.100 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:19:47] 192.168.1.1 -> 172.16.0.1 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:19:47] 192.168.0.1 -> 192.168.1.100 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:19:48] 192.168.1.10 -> 172.16.0.1 | Protocol: UDP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:19:56] 10.0.0.5 -> 192.168.1.10 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:19:58] 192.168.0.1 -> 192.168.1.100 | Protocol: UDP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:20:02] 192.168.1.10 -> 192.168.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:20:02] 10.0.0.1 -> 192.168.0.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:20:10] 8.8.8.8 -> 192.168.1.10 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:20:12] 10.0.0.5 -> 192.168.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:20:24] 192.168.1.10 -> 192.168.1.100 | Protocol: ICMP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:20:28] 172.16.0.1 -> 192.168.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:20:33] 192.168.1.200 -> 192.168.1.2 | Protocol: ICMP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:20:34] 192.168.1.100 -> 1.1.1.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:20:35] 192.168.1.2 -> 192.168.1.2 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:20:37] 192.168.1.2 -> 192.168.1.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:20:48] 10.0.0.1 -> 192.168.1.2 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:01] 192.168.1.2 -> 172.16.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:21:02] 192.168.1.1 -> 1.1.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:04] 1.1.1.1 -> 192.168.1.200 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:04] 192.168.1.200 -> 192.168.1.200 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:05] 192.168.1.2 -> 192.168.1.2 | Protocol: ICMP | Result: Attack | Confidence: 0.5260
[2026-03-10 15:21:09] 192.168.1.50 -> 192.168.1.100 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:21:09] 10.0.0.1 -> 192.168.1.2 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:11] 192.168.1.200 -> 1.1.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:21:15] 192.168.1.200 -> 192.168.1.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:16] 10.0.0.1 -> 172.16.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5058
[2026-03-10 15:21:20] 10.0.0.1 -> 10.0.0.5 | Protocol: TCP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:21:22] 10.0.0.1 -> 8.8.8.8 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:21:28] 192.168.1.100 -> 192.168.1.200 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:32] 192.168.1.2 -> 10.0.0.5 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:32] 192.168.1.50 -> 192.168.1.10 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:40] 192.168.1.2 -> 192.168.1.50 | Protocol: TCP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:21:51] 10.0.0.1 -> 192.168.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:21:52] 172.16.0.1 -> 192.168.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:52] 1.1.1.1 -> 192.168.1.2 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:21:58] 192.168.0.1 -> 192.168.1.200 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:11] 10.0.0.5 -> 1.1.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:22:12] 192.168.1.100 -> 8.8.8.8 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:14] 10.0.0.1 -> 172.16.0.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:22:14] 10.0.0.1 -> 192.168.1.2 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:18] 10.0.0.1 -> 192.168.1.200 | Protocol: TCP | Result: Attack | Confidence: 0.5140
[2026-03-10 15:22:27] 192.168.1.100 -> 192.168.1.2 | Protocol: ICMP | Result: Attack | Confidence: 0.5060
[2026-03-10 15:22:38] 8.8.8.8 -> 10.0.0.5 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:40] 172.16.0.1 -> 10.0.0.5 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:45] 192.168.1.10 -> 192.168.1.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:47] 192.168.1.200 -> 10.0.0.5 | Protocol: UDP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:22:47] 192.168.1.10 -> 8.8.8.8 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:54] 192.168.1.1 -> 192.168.1.50 | Protocol: ICMP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:22:55] 192.168.1.50 -> 10.0.0.5 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:56] 8.8.8.8 -> 192.168.1.100 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:22:59] 192.168.1.2 -> 192.168.1.200 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:00] 192.168.1.200 -> 10.0.0.5 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:01] 10.0.0.5 -> 192.168.1.200 | Protocol: UDP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:23:06] 192.168.0.1 -> 192.168.1.200 | Protocol: UDP | Result: Attack | Confidence: 0.5040
[2026-03-10 15:23:20] 192.168.1.50 -> 192.168.1.100 | Protocol: TCP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:23:29] 192.168.1.10 -> 192.168.0.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:31] 8.8.8.8 -> 192.168.1.10 | Protocol: TCP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:23:32] 172.16.0.1 -> 192.168.1.10 | Protocol: TCP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:23:32] 1.1.1.1 -> 172.16.0.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:33] 192.168.1.10 -> 1.1.1.1 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:43] 192.168.1.200 -> 192.168.1.10 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:23:44] 8.8.8.8 -> 192.168.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:46] 192.168.1.50 -> 1.1.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:49] 10.0.0.5 -> 192.168.1.10 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:50] 192.168.1.10 -> 8.8.8.8 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:23:54] 192.168.1.50 -> 192.168.1.1 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:57] 192.168.1.10 -> 192.168.1.1 | Protocol: UDP | Result: Attack | Confidence: 0.5058
[2026-03-10 15:23:57] 192.168.1.2 -> 192.168.1.50 | Protocol: ICMP | Result: Attack | Confidence: 0.5240
[2026-03-10 15:23:58] 8.8.8.8 -> 192.168.1.2 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:59] 192.168.1.2 -> 10.0.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:23:59] 192.168.0.1 -> 192.168.1.200 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:24:04] 8.8.8.8 -> 1.1.1.1 | Protocol: ICMP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:24:06] 10.0.0.5 -> 192.168.1.1 | Protocol: TCP | Result: Attack | Confidence: 0.5340
[2026-03-10 15:24:19] 10.0.0.5 -> 192.168.1.100 | Protocol: TCP | Result: Attack | Confidence: 0.5300
[2026-03-10 15:24:21] 192.168.1.1 -> 8.8.8.8 | Protocol: TCP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:24:22] 10.0.0.5 -> 172.16.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5340
[2026-03-10 15:24:23] 192.168.1.200 -> 192.168.1.10 | Protocol: TCP | Result: Attack | Confidence: 0.5200
[2026-03-10 15:24:31] 192.168.0.1 -> 172.16.0.1 | Protocol: TCP | Result: Attack | Confidence: 0.5158
[2026-03-10 15:24:33] 192.168.0.1 -> 172.16.0.1 | Protocol: UDP | Result: Attack | Confidence: 0.5100
[2026-03-10 15:24:33] 192.168.1.1 -> 192.168.1.50 | Protocol: TCP | Result: Attack | Confidence: 0.5200
